,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,best_11
1106,Jon Kempin,CLB,G,5,5,450,18,10,8,1.6,1-Jan,2,1,2,0.0,40.0,55.6,2018,reg,0
1107,Stefan Cleveland,SEA,G,5,5,450,33,25,8,1.6,1-Jan,1,3,1,0.0,20.0,75.8,2018,reg,0
1108,Ryan Meara,NY,G,3,3,270,16,12,3,1.0,0/1,1,1,1,1.0,33.3,75.0,2018,reg,0
1109,Andrew Putna,RSL,G,2,1,135,7,6,1,1.0,0/0,1,0,0,0.0,50.0,85.7,2018,reg,0
1110,Zac MacMath,RSL,G,2,1,158,16,9,5,5.0,2-Feb,0,2,0,0.0,0.0,56.3,2018,reg,0
1111,Tyler Deric,HOU,G,2,2,180,14,7,7,3.5,1-Jan,0,2,0,0.0,0.0,50.0,2018,reg,0
1112,Brad Stuver,NYC,G,2,2,180,9,5,4,2.0,0/0,1,0,1,0.0,50.0,55.6,2018,reg,0
1113,Paul Christensen,ATL,G,1,0,53,3,1,2,2.0,0/0,0,1,0,0.0,0.0,33.3,2018,reg,0
1114,Alec Kann,ATL,G,1,1,90,6,5,1,1.0,0/0,1,0,0,0.0,100.0,83.3,2018,reg,0
1115,John McCarthy,MIA,G,1,1,90,6,6,0,0.0,0/0,1,0,0,1.0,100.0,100.0,2018,reg,0
1116,Luis Lopez,LFC,G,1,1,90,5,3,2,2.0,1-Jan,0,1,0,0.0,0.0,60.0,2018,reg,0
1117,Bryan Meredith,VAN,G,1,1,90,6,3,3,3.0,0/0,0,1,0,0.0,0.0,50.0,2018,reg,0
1118,Sean Melvin,VAN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1119,Quillan Roberts,LFC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1120,Brian Sylvestre,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1121,Cody Cropper,HOU,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1122,Clement Diop,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1123,Alex Horwath,RSL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1124,Andrew Dykstra,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1125,Caleb Patterson-Sewell,TOR,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1126,Jake McGuire,PHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1127,Matt Bersano,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1128,Kendall McIntosh,NY,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1129,Mitch Hildebrandt,ATL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1130,Kyle Zobeck,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1131,Zac Lubin,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1132,Evan Louro,NY,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1133,Justin Vom Steeg,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1134,James Pantemis,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1135,Andre Rawls,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1136,Calle Brown,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1137,Adrian Zendejas,NSH,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1138,Mason Stajduhar,ORL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1139,Connor Sparrow,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1140,Travis Worra,DC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1141,Charlie Lyon,LFC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1142,Jeff Caldwell,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1143,Michael Nelson,HOU,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1144,Jason Beaulieu,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1145,Logan Ketterer,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1146,Alex Kapp,MIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1147,Eric Dick,KC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1148,Ben Lundgaard,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2018,reg,0
1149,Vito Mannone,MIN,G,34,34,3060,175,129,43,1.26,4-Mar,15,11,8,11.0,44.1,73.7,2019,reg,1
1150,Brad Guzan,ATL,G,34,34,3060,135,91,43,1.26,5-Mar,18,12,4,14.0,52.9,67.4,2019,reg,0
1151,Daniel Vega,SJ,G,34,34,3060,164,108,55,1.62,7-Apr,13,16,5,7.0,38.2,65.9,2019,reg,0
1152,Stefan Frei,SEA,G,34,34,3060,165,116,49,1.44,5-May,16,10,8,10.0,47.1,70.3,2019,reg,0
1153,Bill Hamid,DC,G,33,33,2970,168,126,37,1.12,5-Jan,12,10,11,14.0,36.4,75.0,2019,reg,0
1154,Luis Robles,NY,G,33,33,2970,138,88,50,1.52,7-Jun,13,14,6,9.0,39.4,63.8,2019,reg,0
1155,David Bingham,LA,G,33,33,2970,195,141,55,1.67,8-Jun,16,14,3,8.0,48.5,72.3,2019,reg,0
1156,Tim Melia,KC,G,32,32,2880,173,111,60,1.88,4-Jan,10,15,7,6.0,31.3,64.2,2019,reg,0
1157,Evan Bush,MTL,G,32,32,2880,144,84,59,1.84,7-Jun,11,17,4,7.0,34.4,58.3,2019,reg,0
1158,Brian Rowe,ORL,G,32,32,2880,160,110,49,1.53,1-Jan,9,14,9,7.0,28.1,68.8,2019,reg,0
1159,Jesse Gonzalez,DAL,G,32,32,2880,128,84,42,1.31,7-May,13,11,8,8.0,40.6,65.6,2019,reg,0
1160,Sean Johnson,NYC,G,29,29,2610,116,78,36,1.24,10-Aug,14,5,10,7.0,48.3,67.2,2019,reg,0
1161,Nick Rimando,RSL,G,29,29,2610,113,75,35,1.21,4-Mar,14,11,4,10.0,48.3,66.4,2019,reg,0
1162,Quentin Westberg,TOR,G,28,28,2505,115,75,41,1.46,10-Jul,9,9,9,4.0,32.1,65.2,2019,reg,0
1163,Tyler Miller,MIN,G,28,28,2520,103,72,28,1.0,2-Feb,18,2,8,9.0,64.3,69.9,2019,reg,0
1164,Joe Willis,NSH,G,27,27,2430,133,88,44,1.63,7-Jul,10,13,4,3.0,37.0,66.2,2019,reg,0
1165,Andre Blake,PHI,G,26,26,2304,103,59,41,1.58,4-Mar,11,10,5,3.0,42.3,57.3,2019,reg,0
1166,Maxime Crepeau,VAN,G,26,26,2340,159,114,46,1.77,7-Jul,7,13,6,5.0,26.9,71.7,2019,reg,0
1167,Tim Howard,COL,G,25,25,2159,117,73,46,1.84,6-May,8,12,4,5.0,32.0,62.4,2019,reg,0
1168,Steve Clark,POR,G,24,24,2160,109,84,25,1.04,4-Mar,13,6,5,6.0,54.2,77.1,2019,reg,0
1169,Matt Turner,NE,G,20,20,1766,116,87,27,1.35,1-Jan,8,4,7,5.0,40.0,75.0,2019,reg,0
1170,Kenneth Kronholm,CHI,G,20,20,1800,87,58,27,1.35,3-Mar,6,6,8,5.0,30.0,66.7,2019,reg,0
1171,Spencer Richey,CIN,G,19,19,1710,106,61,45,2.37,5-Feb,5,12,2,2.0,26.3,57.5,2019,reg,0
1172,Przemyslaw Tyton,CIN,G,15,15,1350,62,32,30,2.0,2-Jan,1,10,4,3.0,6.7,51.6,2019,reg,0
1173,David Ousted,CHI,G,14,14,1260,56,34,20,1.43,2-Jan,4,6,4,4.0,28.6,60.7,2019,reg,0
1174,Zack Steffen,CLB,G,13,13,1170,56,39,17,1.31,2-Jan,5,6,2,4.0,38.5,69.6,2019,reg,0
1175,Eloy Room,CLB,G,12,12,1080,47,33,14,1.17,2-Feb,5,2,5,1.0,41.7,70.2,2019,reg,0
1176,Clint Irwin,COL,G,11,9,901,58,42,17,1.89,3-Feb,4,4,2,1.0,36.4,72.4,2019,reg,0
1177,Jeff Attinella,POR,G,10,10,900,64,40,24,2.4,3-Mar,1,7,2,0.0,10.0,62.5,2019,reg,0
1178,Brad Knighton,NE,G,8,7,662,29,16,13,1.86,1-Jan,1,3,4,0.0,12.5,55.2,2019,reg,0
1179,Zac MacMath,RSL,G,8,8,720,52,37,13,1.63,1-Jan,1,3,4,0.0,12.5,71.2,2019,reg,0
1180,Alex Bono,TOR,G,7,6,555,28,16,11,1.83,3-Mar,4,1,2,1.0,57.1,57.1,2019,reg,0
1181,Cody Cropper,HOU,G,7,7,630,49,29,17,2.43,2-Feb,2,4,1,1.0,28.6,59.2,2019,reg,0
1182,Tyler Deric,HOU,G,7,7,630,36,19,15,2.14,0/0,2,5,0,0.0,28.6,52.8,2019,reg,0
1183,Matt Freese,PHI,G,6,5,437,23,13,7,1.4,2-Feb,1,1,2,0.0,16.7,56.5,2019,reg,0
1184,Joe Bendik,PHI,G,6,6,540,27,14,12,2.0,1-Jan,0,5,1,0.0,0.0,51.9,2019,reg,0
1185,Pablo Sisniega,LAFC,G,6,6,540,26,17,9,1.5,0/1,3,2,1,0.0,50.0,65.4,2019,reg,0
1186,Andrew Putna,RSL,G,5,5,450,19,12,6,1.2,0/1,2,2,1,2.0,40.0,63.2,2019,reg,0
1187,Brad Stuver,NYC,G,5,5,450,14,10,6,1.2,0/0,4,1,0,1.0,80.0,71.4,2019,reg,0
1188,Carlos Miguel Coronel,PHI,G,4,3,319,11,9,2,0.67,0/0,4,0,0,1.0,100.0,81.8,2019,reg,0
1189,Jon Kempin,CLB,G,3,3,270,8,4,4,1.33,0/0,0,3,0,0.0,0.0,50.0,2019,reg,0
1190,Jimmy Maurer,DAL,G,2,2,180,12,8,4,2.0,0/1,0,1,1,0.0,0.0,66.7,2019,reg,0
1191,Clement Diop,MTL,G,2,2,180,7,6,1,0.5,0/0,1,0,1,1.0,50.0,85.7,2019,reg,0
1192,Greg Ranjitsingh,MIN,G,2,2,180,7,4,3,1.5,0/0,0,1,1,0.0,0.0,57.1,2019,reg,0
1193,Adrian Zendejas,NSH,G,1,1,90,4,3,1,1.0,1-Jan,0,0,1,0.0,0.0,75.0,2019,reg,0
1194,Eric Dick,KC,G,1,1,90,9,3,6,6.0,0/0,0,1,0,0.0,0.0,33.3,2019,reg,0
1195,Matt Lampson,CLB,G,1,1,90,7,3,4,4.0,0/0,0,1,0,0.0,0.0,42.9,2019,reg,0
1196,Ryan Meara,NY,G,1,1,90,5,4,1,1.0,0/0,1,0,0,0.0,100.0,80.0,2019,reg,0
1197,Chris Seitz,DC,G,1,1,90,3,2,1,1.0,1-Jan,1,0,0,0.0,100.0,66.7,2019,reg,0
1198,Bobby Shuttleworth,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1199,Caleb Patterson-Sewell,TOR,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1200,Bryan Meredith,VAN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1201,Earl Edwards Jr.,DC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1202,Aljaz Ivacic,POR,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1203,Sean Melvin,VAN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1204,Richard Sanchez,KC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1205,Alex Horwath,RSL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1206,Ben Lundgaard,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1207,Michael Nelson,HOU,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1208,Jason Beaulieu,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1209,Phillip Ejimadu,LAFC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1210,Gabriel Slonina,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1211,Jimmy Hague,CIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1212,Stefan Cleveland,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1213,Mason Stajduhar,ORL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1214,Andrew Tarbell,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1215,Andre Rawls,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1216,Trey Muse,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1217,James Pantemis,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1218,Luis Barraza,NYC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1219,Evan Louro,NY,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1220,Dayne St. Clair,MIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1221,Justin Vom Steeg,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1222,Kyle Zobeck,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1223,Alec Kann,ATL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1224,Kendall McIntosh,NY,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1225,Matt Bersano,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1226,Brendan Moore,ATL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1227,Jeff Caldwell,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1228,Adam Grinwis,ORL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1229,Thomas Hasal,VAN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1230,David Ochoa,RSL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2019,reg,0
1852,Brad Guzan,ATL,G,23,23,2070,91,59,30,1.3,0/0,6,13,4,6.0,26.1,64.8,2020,reg,0
1853,Sean Johnson,NYC,G,23,23,2070,107,81,25,1.09,4-Mar,12,8,3,7.0,52.2,75.7,2020,reg,0
1854,Joe Willis,NSH,G,23,23,2070,92,69,22,0.96,0/0,8,7,8,9.0,34.8,75.0,2020,reg,0
1855,Marko Maric,HOU,G,23,23,2070,122,79,40,1.74,3-Mar,4,10,9,3.0,17.4,64.8,2020,reg,0
1856,Matt Turner,NE,G,22,22,1980,90,68,24,1.09,1-Jan,8,7,7,6.0,36.4,75.6,2020,reg,0
1857,Stefan Frei,SEA,G,22,22,1980,83,60,23,1.05,2-Feb,11,5,6,6.0,50.0,72.3,2020,reg,0
1858,Andre Blake,PHI,G,21,21,1889,81,63,18,0.86,2-Jan,13,3,5,8.0,61.9,77.8,2020,reg,1
1859,Tim Melia,KC,G,20,20,1784,77,56,21,1.05,0/2,11,5,3,7.0,55.0,72.7,2020,reg,0
1860,Quentin Westberg,TOR,G,20,20,1800,75,48,26,1.3,2-Feb,11,5,4,6.0,55.0,64.0,2020,reg,0
1861,Clement Diop,MTL,G,20,20,1800,110,73,36,1.8,3-Feb,7,11,2,3.0,35.0,66.4,2020,reg,0
1862,Steve Clark,POR,G,20,20,1800,94,64,29,1.45,2-Jan,10,4,6,5.0,50.0,68.1,2020,reg,0
1863,Pedro Gallese,ORL,G,19,19,1710,71,52,20,1.05,2-Jan,11,3,5,3.0,57.9,73.2,2020,reg,0
1864,David Bingham,LA,G,18,18,1620,87,52,35,1.94,5-Mar,5,9,4,3.0,27.8,59.8,2020,reg,0
1865,Eloy Room,CLB,G,17,17,1511,57,41,15,0.88,4-Apr,9,3,5,7.0,52.9,71.9,2020,reg,0
1866,Bobby Shuttleworth,CHI,G,17,17,1530,81,53,28,1.65,2-Jan,4,6,7,4.0,23.5,65.4,2020,reg,0
1867,Bill Hamid,DC,G,17,17,1530,88,55,32,1.88,3-Feb,3,10,4,2.0,17.6,62.5,2020,reg,0
1868,Jimmy Maurer,DAL,G,16,16,1392,68,54,13,0.81,2-Feb,6,4,5,7.0,37.5,79.4,2020,reg,0
1869,Luis Robles,MIA,G,15,15,1350,58,34,25,1.67,4-Feb,3,10,2,2.0,20.0,58.6,2020,reg,0
1870,Andrew Putna,RSL,G,15,15,1350,62,38,26,1.73,1-Jan,4,7,4,4.0,26.7,61.3,2020,reg,0
1871,William Yarbrough,COL,G,14,14,1260,69,48,20,1.43,2-Feb,6,4,4,4.0,42.9,69.6,2020,reg,0
1872,Pablo Sisniega,LAFC,G,14,14,1260,58,35,23,1.64,4-Apr,7,5,2,2.0,50.0,60.3,2020,reg,0
1873,Ryan Meara,NY,G,13,13,1142,55,39,16,1.23,3-Mar,5,4,4,3.0,38.5,70.9,2020,reg,0
1874,Dayne St. Clair,MIN,G,13,13,1170,63,48,12,0.92,0/2,6,2,5,6.0,46.2,76.2,2020,reg,0
1875,Przemyslaw Tyton,CIN,G,12,12,1071,48,30,18,1.5,1-Jan,2,7,3,5.0,16.7,62.5,2020,reg,0
1876,Daniel Vega,SJ,G,12,12,1080,79,42,37,3.08,4-Mar,2,6,4,3.0,16.7,53.2,2020,reg,0
1877,David Jensen,NY,G,11,10,928,41,25,15,1.5,0/0,4,5,1,1.0,36.4,61.0,2020,reg,0
1878,JT Marcinkowski,SJ,G,11,11,990,39,25,14,1.27,0/0,6,3,2,4.0,54.5,64.1,2020,reg,0
1879,Spencer Richey,CIN,G,10,9,819,34,19,15,1.67,1-Jan,1,7,1,2.0,10.0,55.9,2020,reg,0
1880,Thomas Hasal,VAN,G,9,8,752,50,35,14,1.75,1-Jan,4,4,0,1.0,44.4,70.0,2020,reg,0
1881,John McCarthy,MIA,G,8,8,720,31,19,10,1.25,2-Feb,4,3,1,1.0,50.0,61.3,2020,reg,0
1882,Kenneth Vermeer,LAFC,G,8,8,720,36,19,16,2.0,0/1,2,3,3,1.0,25.0,52.8,2020,reg,0
1883,Evan Bush,VAN,G,8,8,720,32,22,10,1.25,1-Jan,4,4,0,1.0,50.0,68.8,2020,reg,0
1884,Andrew Tarbell,CLB,G,7,6,559,24,17,6,1.0,2-Feb,3,3,0,2.0,42.9,70.8,2020,reg,0
1885,Zac MacMath,RSL,G,6,6,540,21,14,7,1.17,0/0,1,2,3,3.0,16.7,66.7,2020,reg,0
1886,Chris Seitz,DC,G,6,6,540,32,22,9,1.5,0/0,2,2,2,2.0,33.3,68.8,2020,reg,0
1887,Kenneth Kronholm,CHI,G,5,5,450,17,7,8,1.6,0/0,1,3,1,0.0,20.0,41.2,2020,reg,0
1888,Tyler Miller,MIN,G,5,5,450,19,13,6,1.2,2-Feb,3,0,2,1.0,60.0,68.4,2020,reg,0
1889,Kyle Zobeck,DAL,G,4,3,318,18,11,6,2.0,1-Jan,2,1,1,0.0,50.0,61.1,2020,reg,0
1890,Maxime Crepeau,VAN,G,4,4,328,22,12,10,2.5,1-Jan,1,3,0,1.0,25.0,54.5,2020,reg,0
1891,Brian Rowe,ORL,G,4,4,360,21,16,5,1.25,0/0,0,1,3,1.0,0.0,76.2,2020,reg,0
1892,Clint Irwin,COL,G,4,4,360,22,14,8,2.0,0/1,2,2,0,0.0,50.0,63.6,2020,reg,0
1893,Jonathan Klinsmann,LA,G,4,4,360,30,17,11,2.75,1-Jan,1,3,0,1.0,25.0,56.7,2020,reg,0
1894,Bryan Meredith,VAN,G,3,3,270,27,20,10,3.33,0/0,0,3,0,0.0,0.0,74.1,2020,reg,0
1895,Alex Bono,TOR,G,3,3,270,16,16,0,0.0,0/1,2,0,1,3.0,66.7,100.0,2020,reg,0
1896,Greg Ranjitsingh,MIN,G,3,3,270,22,15,8,2.67,1-Jan,0,3,0,0.0,0.0,68.2,2020,reg,0
1897,James Pantemis,MTL,G,3,3,270,24,17,7,2.33,0/0,1,2,0,0.0,33.3,70.8,2020,reg,0
1898,Joe Bendik,PHI,G,2,1,91,3,1,2,2.0,0/0,0,1,0,0.0,0.0,33.3,2020,reg,0
1899,Richard Sanchez,KC,G,2,1,104,5,2,4,4.0,0/0,1,1,0,0.0,50.0,40.0,2020,reg,0
1900,Jesse Gonzalez,DAL,G,2,2,180,5,3,2,1.0,0/0,1,0,1,1.0,50.0,60.0,2020,reg,0
1901,Aljaz Ivacic,POR,G,2,2,180,8,5,3,1.5,0/0,1,1,0,0.0,50.0,62.5,2020,reg,0
1902,Bobby Edwards,CIN,G,2,2,180,6,3,3,1.5,1-Jan,1,1,0,0.0,50.0,50.0,2020,reg,0
1903,Matt Freese,PHI,G,1,1,90,1,1,0,0.0,0/0,1,0,0,1.0,100.0,100.0,2020,reg,0
1904,David Ochoa,RSL,G,1,1,90,6,4,2,2.0,0/0,0,1,0,0.0,0.0,66.7,2020,reg,0
1905,Phelipe Megiolaro,DAL,G,1,1,90,9,6,3,3.0,0/0,0,1,0,0.0,0.0,66.7,2020,reg,0
1906,Connor Sparrow,CHI,G,1,1,90,7,4,3,3.0,0/0,0,1,0,0.0,0.0,57.1,2020,reg,0
1907,Brad Knighton,NE,G,1,1,90,6,5,1,1.0,0/0,0,0,1,0.0,0.0,83.3,2020,reg,0
1908,Jeff Attinella,POR,G,1,1,90,7,4,3,3.0,0/0,0,1,0,0.0,0.0,57.1,2020,reg,0
1909,Jon Kempin,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1910,Cody Cropper,HOU,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1911,Ben Lundt,CIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1912,Earl Edwards Jr.,DC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1913,Matt Lampson,CLB,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1914,Carlos Avilez,DAL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1915,Trey Muse,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1916,Luis Barraza,NYC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1917,Justin Vom Steeg,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1918,Adrian Zendejas,MIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1919,Eric Lopez,LA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1920,Mason Stajduhar,ORL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1921,Brady Scott,NSH,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1922,Andre Rawls,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1923,Kevin Silva,TOR,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1924,Brad Stuver,NYC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1925,Alec Kann,ATL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1926,Brendan Moore,ATL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1927,Jeff Caldwell,NE,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1928,Matt Bersano,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1929,Kendall McIntosh,NY,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1930,John Pulskamp,KC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1931,Jonathan Sirois,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1932,Abraham Rodriguez,COL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1933,Michael Nelson,HOU,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1934,Jason Beaulieu,MTL,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1935,Phillip Ejimadu,LAFC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1936,Beckham Sunderland,CIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1937,Isaac Boehmer,VAN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1938,Gabriel Slonina,CHI,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1939,Fred Emmings,MIN,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1940,Emmanuel Ochoa,SJ,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1941,Drake Callender,MIA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1942,Elliot Panicco,NSH,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
